1,adolfo,uc,88888888,88888888,calle 17,sam_edreiuc@live.com,,0
2,samuel,angulo,465465465,1321213,calle 18,sam@rcsistemas.com,,1
3,edrei,uc,88888888,88888888,calle 17,sam_edreiuc@live.com
4,samuel,angulo,465465465,1321213,calle 18,sam@rcsistemas.com,,1
5,edrei,uc,88888888,88888888,calle 17,sam_edreiuc@live.com,,0
6,samuel,angulo,465465465,1321213,calle 18,sam@rcsistemas.com,,1
7,edrei,uc,390150149.6,18834748,calle 17,sam_edreiuc@live.com,,0.8
8,samuel,angulo,422428141.9,11328947.29,calle 18,sam@rcsistemas.com,,0.885714286
9,edrei,uc,454706134.2,3823146.571,calle 17,sam_edreiuc@live.com,,0.971428571
10,samuel,angulo,486984126.5,-3682654.143,calle 18,sam@rcsistemas.com,,1.057142857
11,edrei,uc,519262118.9,-11188454.86,calle 17,sam_edreiuc@live.com,,1.142857143
12,samuel,angulo,551540111.2,-18694255.57,calle 18,sam@rcsistemas.com,,1.228571429
13,edrei,uc,583818103.5,-26200056.29,calle 17,sam_edreiuc@live.com,,1.314285714
14,samuel,angulo,616096095.8,-33705857,calle 18,sam@rcsistemas.com,,1.4
15,edrei,uc,648374088.1,-41211657.71,calle 17,sam_edreiuc@live.com,,1.485714286
16,samuel,angulo,680652080.4,-48717458.43,calle 18,sam@rcsistemas.com,,1.571428571
17,edrei,uc,712930072.7,-56223259.14,calle 17,sam_edreiuc@live.com,,1.657142857
18,samuel,angulo,745208065.1,-63729059.86,calle 18,sam@rcsistemas.com,,1.742857143
19,edrei,uc,777486057.4,-71234860.57,calle 17,sam_edreiuc@live.com,,1.828571429
20,samuel,angulo,809764049.7,-78740661.29,calle 18,sam@rcsistemas.com,,1.914285714
21,edrei,uc,842042042,-86246462,calle 17,sam_edreiuc@live.com,,2
22,samuel,angulo,874320034.3,-93752262.71,calle 18,sam@rcsistemas.com,,2.085714286
23,edrei,uc,906598026.6,-101258063.4,calle 17,sam_edreiuc@live.com,,2.171428571
24,samuel,angulo,938876018.9,-108763864.1,calle 18,sam@rcsistemas.com,,2.257142857
25,edrei,uc,971154011.3,-116269664.9,calle 17,sam_edreiuc@live.com,,2.342857143
26,samuel,angulo,1003432004,-123775465.6,calle 18,sam@rcsistemas.com,,2.428571429
27,edrei,uc,1035709996,-131281266.3,calle 17,sam_edreiuc@live.com,,2.514285714
28,samuel,angulo,1067987988,-138787067,calle 18,sam@rcsistemas.com,,2.6
29,edrei,uc,1100265981,-146292867.7,calle 17,sam_edreiuc@live.com,,2.685714286
30,samuel,angulo,1132543973,-153798668.4,calle 18,sam@rcsistemas.com,,2.771428571
31,edrei,uc,1164821965,-161304469.1,calle 17,sam_edreiuc@live.com,,2.857142857
32,samuel,angulo,1197099957,-168810269.9,calle 18,sam@rcsistemas.com,,2.942857143
33,edrei,uc,1229377950,-176316070.6,calle 17,sam_edreiuc@live.com,,3.028571429
34,samuel,angulo,1261655942,-183821871.3,calle 18,sam@rcsistemas.com,,3.114285714
35,edrei,uc,1293933934,-191327672,calle 17,sam_edreiuc@live.com,,3.2
36,samuel,angulo,1326211927,-198833472.7,calle 18,sam@rcsistemas.com,,3.285714286
37,edrei,uc,1358489919,-206339273.4,calle 17,sam_edreiuc@live.com,,3.371428571
38,samuel,angulo,1390767911,-213845074.1,calle 18,sam@rcsistemas.com,,3.457142857
39,edrei,uc,1423045904,-221350874.9,calle 17,sam_edreiuc@live.com,,3.542857143
40,samuel,angulo,1455323896,-228856675.6,calle 18,sam@rcsistemas.com,,3.628571429
41,edrei,uc,1487601888,-236362476.3,calle 17,sam_edreiuc@live.com,,3.714285714
42,samuel,angulo,1519879881,-243868277,calle 18,sam@rcsistemas.com,,3.8
43,edrei,uc,1552157873,-251374077.7,calle 17,sam_edreiuc@live.com,,3.885714286
44,samuel,angulo,1584435865,-258879878.4,calle 18,sam@rcsistemas.com,,3.971428571
45,edrei,uc,1616713858,-266385679.1,calle 17,sam_edreiuc@live.com,,4.057142857
46,samuel,angulo,1648991850,-273891479.9,calle 18,sam@rcsistemas.com,,4.142857143
47,edrei,uc,1681269842,-281397280.6,calle 17,sam_edreiuc@live.com,,4.228571429
48,samuel,angulo,1713547834,-288903081.3,calle 18,sam@rcsistemas.com,,4.314285714
49,edrei,uc,1745825827,-296408882,calle 17,sam_edreiuc@live.com,,4.4
50,samuel,angulo,1778103819,-303914682.7,calle 18,sam@rcsistemas.com,,4.485714286
51,edrei,uc,1810381811,-311420483.4,calle 17,sam_edreiuc@live.com,,4.571428571
52,samuel,angulo,1842659804,-318926284.1,calle 18,sam@rcsistemas.com,,4.657142857
53,edrei,uc,1874937796,-326432084.9,calle 17,sam_edreiuc@live.com,,4.742857143
54,samuel,angulo,1907215788,-333937885.6,calle 18,sam@rcsistemas.com,,4.828571429
55,edrei,uc,1939493781,-341443686.3,calle 17,sam_edreiuc@live.com,,4.914285714
56,samuel,angulo,1971771773,-348949487,calle 18,sam@rcsistemas.com,,5
57,edrei,uc,2004049765,-356455287.7,calle 17,sam_edreiuc@live.com,,5.085714286
58,samuel,angulo,2036327758,-363961088.4,calle 18,sam@rcsistemas.com,,5.171428571
59,edrei,uc,2068605750,-371466889.1,calle 17,sam_edreiuc@live.com,,5.257142857
60,samuel,angulo,2100883742,-378972689.9,calle 18,sam@rcsistemas.com,,5.342857143
61,edrei,uc,2133161735,-386478490.6,calle 17,sam_edreiuc@live.com,,5.428571429
62,samuel,angulo,2165439727,-393984291.3,calle 18,sam@rcsistemas.com,,5.514285714
63,edrei,uc,2197717719,-401490092,calle 17,sam_edreiuc@live.com,,5.6
64,samuel,angulo,2229995712,-408995892.7,calle 18,sam@rcsistemas.com,,5.685714286
65,edrei,uc,2262273704,-416501693.4,calle 17,sam_edreiuc@live.com,,5.771428571
66,samuel,angulo,2294551696,-424007494.1,calle 18,sam@rcsistemas.com,,5.857142857
67,edrei,uc,2326829688,-431513294.9,calle 17,sam_edreiuc@live.com,,5.942857143
68,samuel,angulo,2359107681,-439019095.6,calle 18,sam@rcsistemas.com,,6.028571429
69,edrei,uc,2391385673,-446524896.3,calle 17,sam_edreiuc@live.com,,6.114285714
70,samuel,angulo,2423663665,-454030697,calle 18,sam@rcsistemas.com,,6.2
71,edrei,uc,2455941658,-461536497.7,calle 17,sam_edreiuc@live.com,,6.285714286
72,samuel,angulo,2488219650,-469042298.4,calle 18,sam@rcsistemas.com,,6.371428571
73,edrei,uc,2520497642,-476548099.1,calle 17,sam_edreiuc@live.com,,6.457142857
74,samuel,angulo,2552775635,-484053899.9,calle 18,sam@rcsistemas.com,,6.542857143
75,edrei,uc,2585053627,-491559700.6,calle 17,sam_edreiuc@live.com,,6.628571429
76,samuel,angulo,2617331619,-499065501.3,calle 18,sam@rcsistemas.com,,6.714285714
77,edrei,uc,2649609612,-506571302,calle 17,sam_edreiuc@live.com,,6.8
78,samuel,angulo,2681887604,-514077102.7,calle 18,sam@rcsistemas.com,,6.885714286
79,edrei,uc,2714165596,-521582903.4,calle 17,sam_edreiuc@live.com,,6.971428571
80,samuel,angulo,2746443589,-529088704.1,calle 18,sam@rcsistemas.com,,7.057142857
81,edrei,uc,2778721581,-536594504.9,calle 17,sam_edreiuc@live.com,,7.142857143
82,samuel,angulo,2810999573,-544100305.6,calle 18,sam@rcsistemas.com,,7.228571429
83,edrei,uc,2843277565,-551606106.3,calle 17,sam_edreiuc@live.com,,7.314285714
84,samuel,angulo,2875555558,-559111907,calle 18,sam@rcsistemas.com,,7.4
85,edrei,uc,2907833550,-566617707.7,calle 17,sam_edreiuc@live.com,,7.485714286
86,samuel,angulo,2940111542,-574123508.4,calle 18,sam@rcsistemas.com,,7.571428571
87,edrei,uc,2972389535,-581629309.1,calle 17,sam_edreiuc@live.com,,7.657142857
88,samuel,angulo,3004667527,-589135109.9,calle 18,sam@rcsistemas.com,,7.742857143
89,edrei,uc,3036945519,-596640910.6,calle 17,sam_edreiuc@live.com,,7.828571429
90,samuel,angulo,3069223512,-604146711.3,calle 18,sam@rcsistemas.com,,7.914285714
91,edrei,uc,3101501504,-611652512,calle 17,sam_edreiuc@live.com,,8
92,samuel,angulo,3133779496,-619158312.7,calle 18,sam@rcsistemas.com,,8.085714286
93,edrei,uc,3166057489,-626664113.4,calle 17,sam_edreiuc@live.com,,8.171428571
94,samuel,angulo,3198335481,-634169914.1,calle 18,sam@rcsistemas.com,,8.257142857
95,edrei,uc,3230613473,-641675714.9,calle 17,sam_edreiuc@live.com,,8.342857143
96,samuel,angulo,3262891466,-649181515.6,calle 18,sam@rcsistemas.com,,8.428571429
97,edrei,uc,3295169458,-656687316.3,calle 17,sam_edreiuc@live.com,,8.514285714
98,samuel,angulo,3327447450,-664193117,calle 18,sam@rcsistemas.com,,8.6
99,edrei,uc,3359725443,-671698917.7,calle 17,sam_edreiuc@live.com,,8.685714286
100,samuel,angulo,3392003435,-679204718.4,calle 18,sam@rcsistemas.com,,8.771428571
101,edrei,uc,3424281427,-686710519.1,calle 17,sam_edreiuc@live.com,,8.857142857
102,samuel,angulo,3456559419,-694216319.9,calle 18,sam@rcsistemas.com,,8.942857143
103,edrei,uc,3488837412,-701722120.6,calle 17,sam_edreiuc@live.com,,9.028571429
104,samuel,angulo,3521115404,-709227921.3,calle 18,sam@rcsistemas.com,,9.114285714
105,edrei,uc,3553393396,-716733722,calle 17,sam_edreiuc@live.com,,9.2
106,samuel,angulo,3585671389,-724239522.7,calle 18,sam@rcsistemas.com,,9.285714286
107,edrei,uc,3617949381,-731745323.4,calle 17,sam_edreiuc@live.com,,9.371428571
108,samuel,angulo,3650227373,-739251124.1,calle 18,sam@rcsistemas.com,,9.457142857
109,edrei,uc,3682505366,-746756924.9,calle 17,sam_edreiuc@live.com,,9.542857143
110,samuel,angulo,3714783358,-754262725.6,calle 18,sam@rcsistemas.com,,9.628571429
111,edrei,uc,3747061350,-761768526.3,calle 17,sam_edreiuc@live.com,,9.714285714
112,samuel,angulo,3779339343,-769274327,calle 18,sam@rcsistemas.com,,9.8
113,edrei,uc,3811617335,-776780127.7,calle 17,sam_edreiuc@live.com,,9.885714286
114,samuel,angulo,3843895327,-784285928.4,calle 18,sam@rcsistemas.com,,9.971428571
115,edrei,uc,3876173320,-791791729.1,calle 17,sam_edreiuc@live.com,,10.05714286
116,samuel,angulo,3908451312,-799297529.9,calle 18,sam@rcsistemas.com,,10.14285714
117,edrei,uc,3940729304,-806803330.6,calle 17,sam_edreiuc@live.com,,10.22857143
118,samuel,angulo,3973007296,-814309131.3,calle 18,sam@rcsistemas.com,,10.31428571
119,edrei,uc,4005285289,-821814932,calle 17,sam_edreiuc@live.com,,10.4
120,samuel,angulo,4037563281,-829320732.7,calle 18,sam@rcsistemas.com,,10.48571429
121,edrei,uc,4069841273,-836826533.4,calle 17,sam_edreiuc@live.com,,10.57142857
122,samuel,angulo,4102119266,-844332334.1,calle 18,sam@rcsistemas.com,,10.65714286
123,edrei,uc,4134397258,-851838134.9,calle 17,sam_edreiuc@live.com,,10.74285714
124,samuel,angulo,4166675250,-859343935.6,calle 18,sam@rcsistemas.com,,10.82857143
125,edrei,uc,4198953243,-866849736.3,calle 17,sam_edreiuc@live.com,,10.91428571
126,samuel,angulo,4231231235,-874355537,calle 18,sam@rcsistemas.com,,11
127,edrei,uc,4263509227,-881861337.7,calle 17,sam_edreiuc@live.com,,11.08571429
128,samuel,angulo,4295787220,-889367138.4,calle 18,sam@rcsistemas.com,,11.17142857
129,edrei,uc,4328065212,-896872939.1,calle 17,sam_edreiuc@live.com,,11.25714286
130,samuel,angulo,4360343204,-904378739.9,calle 18,sam@rcsistemas.com,,11.34285714
131,edrei,uc,4392621197,-911884540.6,calle 17,sam_edreiuc@live.com,,11.42857143
132,samuel,angulo,4424899189,-919390341.3,calle 18,sam@rcsistemas.com,,11.51428571
133,edrei,uc,4457177181,-926896142,calle 17,sam_edreiuc@live.com,,11.6
134,samuel,angulo,4489455174,-934401942.7,calle 18,sam@rcsistemas.com,,11.68571429
135,edrei,uc,4521733166,-941907743.4,calle 17,sam_edreiuc@live.com,,11.77142857
136,samuel,angulo,4554011158,-949413544.1,calle 18,sam@rcsistemas.com,,11.85714286
137,edrei,uc,4586289150,-956919344.9,calle 17,sam_edreiuc@live.com,,11.94285714
138,samuel,angulo,4618567143,-964425145.6,calle 18,sam@rcsistemas.com,,12.02857143
139,edrei,uc,4650845135,-971930946.3,calle 17,sam_edreiuc@live.com,,12.11428571
140,samuel,angulo,4683123127,-979436747,calle 18,sam@rcsistemas.com,,12.2
141,edrei,uc,4715401120,-986942547.7,calle 17,sam_edreiuc@live.com,,12.28571429
142,samuel,angulo,4747679112,-994448348.4,calle 18,sam@rcsistemas.com,,12.37142857
143,edrei,uc,4779957104,-1001954149,calle 17,sam_edreiuc@live.com,,12.45714286
144,samuel,angulo,4812235097,-1009459950,calle 18,sam@rcsistemas.com,,12.54285714
145,edrei,uc,4844513089,-1016965751,calle 17,sam_edreiuc@live.com,,12.62857143
146,samuel,angulo,4876791081,-1024471551,calle 18,sam@rcsistemas.com,,12.71428571
147,edrei,uc,4909069074,-1031977352,calle 17,sam_edreiuc@live.com,,12.8
148,samuel,angulo,4941347066,-1039483153,calle 18,sam@rcsistemas.com,,12.88571429
149,edrei,uc,4973625058,-1046988953,calle 17,sam_edreiuc@live.com,,12.97142857
150,samuel,angulo,5005903051,-1054494754,calle 18,sam@rcsistemas.com,,13.05714286
151,edrei,uc,5038181043,-1062000555,calle 17,sam_edreiuc@live.com,,13.14285714
152,samuel,angulo,5070459035,-1069506356,calle 18,sam@rcsistemas.com,,13.22857143
153,edrei,uc,5102737027,-1077012156,calle 17,sam_edreiuc@live.com,,13.31428571
154,samuel,angulo,5135015020,-1084517957,calle 18,sam@rcsistemas.com,,13.4
155,edrei,uc,5167293012,-1092023758,calle 17,sam_edreiuc@live.com,,13.48571429
156,samuel,angulo,5199571004,-1099529558,calle 18,sam@rcsistemas.com,,13.57142857
157,edrei,uc,5231848997,-1107035359,calle 17,sam_edreiuc@live.com,,13.65714286
158,samuel,angulo,5264126989,-1114541160,calle 18,sam@rcsistemas.com,,13.74285714
159,edrei,uc,5296404981,-1122046961,calle 17,sam_edreiuc@live.com,,13.82857143
160,samuel,angulo,5328682974,-1129552761,calle 18,sam@rcsistemas.com,,13.91428571
161,edrei,uc,5360960966,-1137058562,calle 17,sam_edreiuc@live.com,,14
162,samuel,angulo,5393238958,-1144564363,calle 18,sam@rcsistemas.com,,14.08571429
163,edrei,uc,5425516951,-1152070163,calle 17,sam_edreiuc@live.com,,14.17142857
164,samuel,angulo,5457794943,-1159575964,calle 18,sam@rcsistemas.com,,14.25714286
165,edrei,uc,5490072935,-1167081765,calle 17,sam_edreiuc@live.com,,14.34285714
166,samuel,angulo,5522350928,-1174587566,calle 18,sam@rcsistemas.com,,14.42857143
167,edrei,uc,5554628920,-1182093366,calle 17,sam_edreiuc@live.com,,14.51428571
168,samuel,angulo,5586906912,-1189599167,calle 18,sam@rcsistemas.com,,14.6
169,edrei,uc,5619184905,-1197104968,calle 17,sam_edreiuc@live.com,,14.68571429
170,samuel,angulo,5651462897,-1204610768,calle 18,sam@rcsistemas.com,,14.77142857
171,edrei,uc,5683740889,-1212116569,calle 17,sam_edreiuc@live.com,,14.85714286
172,samuel,angulo,5716018881,-1219622370,calle 18,sam@rcsistemas.com,,14.94285714
173,edrei,uc,5748296874,-1227128171,calle 17,sam_edreiuc@live.com,,15.02857143
174,samuel,angulo,5780574866,-1234633971,calle 18,sam@rcsistemas.com,,15.11428571
175,edrei,uc,5812852858,-1242139772,calle 17,sam_edreiuc@live.com,,15.2
176,samuel,angulo,5845130851,-1249645573,calle 18,sam@rcsistemas.com,,15.28571429
177,edrei,uc,5877408843,-1257151373,calle 17,sam_edreiuc@live.com,,15.37142857
178,samuel,angulo,5909686835,-1264657174,calle 18,sam@rcsistemas.com,,15.45714286
179,edrei,uc,5941964828,-1272162975,calle 17,sam_edreiuc@live.com,,15.54285714
180,samuel,angulo,5974242820,-1279668776,calle 18,sam@rcsistemas.com,,15.62857143
181,edrei,uc,6006520812,-1287174576,calle 17,sam_edreiuc@live.com,,15.71428571
182,samuel,angulo,6038798805,-1294680377,calle 18,sam@rcsistemas.com,,15.8
183,edrei,uc,6071076797,-1302186178,calle 17,sam_edreiuc@live.com,,15.88571429
184,samuel,angulo,6103354789,-1309691978,calle 18,sam@rcsistemas.com,,15.97142857
185,edrei,uc,6135632782,-1317197779,calle 17,sam_edreiuc@live.com,,16.05714286
186,samuel,angulo,6167910774,-1324703580,calle 18,sam@rcsistemas.com,,16.14285714
187,edrei,uc,6200188766,-1332209381,calle 17,sam_edreiuc@live.com,,16.22857143
188,samuel,angulo,6232466758,-1339715181,calle 18,sam@rcsistemas.com,,16.31428571
189,edrei,uc,6264744751,-1347220982,calle 17,sam_edreiuc@live.com,,16.4
190,samuel,angulo,6297022743,-1354726783,calle 18,sam@rcsistemas.com,,16.48571429
